heuristic,a1,a2,a3,a4,a5,a6,a7,a8,b1,b2,b3,b4,b5,b6,b7,b8,c1,c2,c3,c4,c5,c6,c7,c8,d1,d2,d3,d4,d5,d6,d7,d8,e1
<lambda>,0.0020233450341038406,0.0030154749983921647,0.0017908589798025787,0.002128338033799082,0.0018210969865322113,0.0018150099785998464,0.0017559549887664616,0.0030823940178379416,0.0054042249685153365,0.002621270017698407,0.002299680025316775,0.006047739996574819,0.0023541360278613865,0.0026490669697523117,0.004476653004530817,0.002736358030233532,0.006874398037325591,0.005419830034952611,0.09939472895348445,0.003306422964669764,0.015125806035939604,0.00921848596772179,0.0037575539899989963,0.005489931034389883,21.37061923398869,0.4694560049683787,6.738008162996266,15.839543464011513,0.12050682003609836,205.37975621997612,3.3084255820140243,5.546114319993649,799.0648776110029
<lambda>,0.003153771976940334,0.002377722004894167,0.0016668399912305176,0.0022013239795342088,0.002396081981714815,0.0016656380030326545,0.06955022900365293,0.0016092620207928121,0.003813771007116884,0.0026684090262278914,0.002931046998128295,0.003905039979144931,0.0020828869892284274,0.00684699701378122,0.06260991399176419,0.002500596980098635,0.1855236729606986,0.007002687023486942,0.29467112402198836,0.028143792995251715,0.3372046980075538,0.05185282201273367,0.6181840200442821,14.454559059988242,115.05663287703646,0.9476950529497117,39.9070475200424,8.071174080017954,0.3625627279980108,0.27859064599033445,6.924474686966278,5.2304807039909065,229.57553284300957
