propogator,a1,a2,a3,a4,a5,a6,a7,a8,b1,b2,b3,b4,b5,b6,b7,b8,c1,c2,c3,c4,c5,c6,c7,c8,d1,d2,d3,d4,d5,d6,d7,d8,e1
prop_BT,0.014580031973309815,0.0008384460234083235,0.002049836970400065,0.0024273349554277956,0.006066784029826522,0.001789732021279633,0.01992214098572731,0.005824834981467575,0.01703512202948332,0.001930293976329267,0.0025123520172201097,0.4389038580120541,0.05398617003811523,0.015442910953424871,7.237498952017631,0.004783135955221951
prop_FC,0.0018133610137738287,0.0023899140069261193,0.0019344150205142796,0.0017174430540762842,0.0024243699735961854,0.0017298550228588283,0.0032290620147250593,0.0017185159958899021,0.004054167016874999,0.002225866017397493,0.0031625860137864947,0.0076426739688031375,0.0032741939648985863,0.0023706360370852053,0.0049884579493664205,0.004548393015284091,0.00887101999251172,0.007008304004557431,0.15954645699821413,0.003319984010886401,0.01781376398866996,0.00918502698186785,0.00356679898686707,0.006972510018385947,18.556382263021078,0.4298324200208299,6.153804351983126,14.317427449976094,0.11029353796038777,158.94682430604007,2.7968047480098903,4.418646636011545,793.6565827280283
prop_GAC,0.002515272004529834,0.002387568005360663,0.002607285976409912,0.002284312970004976,0.0032582299900241196,0.003230739966966212,0.0023475679918192327,0.0038943999679759145,0.005180159991141409,0.0033045680029317737,0.005100757000036538,0.007465737988241017,0.003586514969356358,0.004257317981682718,0.00833053101086989,0.005960080015938729,0.006919659965205938,0.005546314991079271,0.15638362598838285,0.009989255981054157,0.04129367700079456,0.036811160040088,0.009453633974771947,0.015024930005893111,34.45901973696891,0.7366941880318336,14.049077304021921,21.791703072027303,0.15466095198644325,253.7855128480005,4.145360478956718,6.483010175987147,847.0970543120056
